Kota Palu,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak Kerusakan Lingkungan,,,Energi Baru dan Terbarukan,,,,Ketimpangan Pembangunan antara daerah,,,,,,,Lainnya,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak dan Kerusakan Lingkungan,,,Energi Baru dan Terbarukan,,,,Ketimpangan Pembangunan antara daerah,,,,,,,Lainnya,Energi Baru Terbarukan (EBT),Energi Baru Terbarukan (EBT),Tidak,Ya,Ya
Kota Palu,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak Kerusakan Lingkungan,,,,,,,,,,,,,,,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,,,,,,,,,,,,,,,,Transisi Energi,Transisi Energi,Ya,Ya,Ya
Kota Palu,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,,,,,,,,Ketimpangan Pembangunan antara daerah,,,,,Kontestasi Politik di Pilkada,,,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,,,,,,,,Ketimpangan Pembangunan antara daerah,,,,,,,,Transisi Energi,Transisi Energi,Ya,Ya,Ya
Kota Palu,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,,Produksi/Eksplorasi Pertambangan,,,,,,,,,Praktik Korupsi dan Penyalahgunaan Kewenangan,,,,,Kemiskinan/Kesejahteraan Masyarakat,,,,,,Pendidikan,,Pelayanan Publik,,,Krisis Iklim/Perubahan Iklim,Praktik Korupsi dan Penyalahgunaan Kewenangan,,,,,Krisis Iklim/Perubahan Iklim,Krisis Iklim/Perubahan Iklim,Ya,Ya,Tidak Tahu
Kota Palu,,Lapangan Pekerjaan,,,,,,,,,,Krisis Iklim/Perubahan Iklim,Praktik Korupsi dan Penyalahgunaan Kewenangan,,,,,,,,,,,,,,,,Krisis Iklim/Perubahan Iklim,,,,,,Krisis Iklim/Perubahan Iklim,Krisis Iklim/Perubahan Iklim,Ya,Ya,Tidak
Kota Palu,Kemiskinan/Kesejahteraan Masyarakat,,,,,,Pendidikan,Kesehatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kota Palu,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,,,,,,,,,,,,,Kontestasi Politik di Pilkada,,,,,,Produksi/Eksplorasi Pertambangan,,Energi Baru dan Terbarukan,,,,Ketimpangan Pembangunan antara daerah,,Krisis Iklim/Perubahan Iklim,,,,,,Mineral Kritis,Energi Baru Terbarukan (EBT),Ya,Ya,Tidak
Kota Palu,Kemiskinan/Kesejahteraan Masyarakat,,Dampak Kerusakan Lingkungan,,,,,,,,,Krisis Iklim/Perubahan Iklim,Praktik Korupsi dan Penyalahgunaan Kewenangan,,Kontestasi Politik di Pilkada,,,,,Dampak dan Kerusakan Lingkungan,,,,Pendidikan,,,,,,Praktik Korupsi dan Penyalahgunaan Kewenangan,,,,,Krisis Iklim/Perubahan Iklim,Krisis Iklim/Perubahan Iklim,Ya,Tidak,Tidak Tahu
Kota Palu,,,Dampak Kerusakan Lingkungan,,,,,,,,,,,,,,,,,Dampak dan Kerusakan Lingkungan,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,,,,,,,,,,,,Energi Baru Terbarukan (EBT),Mineral Kritis,Tidak,Tidak,Tidak
Kota Palu,,,,,,,,,Pelayanan Publik,Ketimpangan Pembangunan antara daerah,,,,,Kontestasi Politik di Pilkada,,,Kemiskinan/Kesejahteraan Masyarakat,,,,,,Pendidikan,,,Ketimpangan Pembangunan antara daerah,,,Praktik Korupsi dan Penyalahgunaan Kewenangan,,Kontestasi Politik di Pilkada,,,Krisis Iklim/Perubahan Iklim,Mineral Kritis,Ya,Ya,Ya
Prov Palu,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak Kerusakan Lingkungan,Produksi/Eksplorasi Pertambangan,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,,,Pelayanan Publik,Ketimpangan Pembangunan antara daerah,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,,Praktik Korupsi dan Penyalahgunaan Kewenangan,,Kontestasi Politik di Pilkada,,,Kemiskinan/Kesejahteraan Masyarakat,,Dampak dan Kerusakan Lingkungan,Produksi/Eksplorasi Pertambangan,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,,,Pelayanan Publik,Ketimpangan Pembangunan antara daerah,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,,Praktik Korupsi dan Penyalahgunaan Kewenangan,,Kontestasi Politik di Pilkada,,,Krisis Iklim/Perubahan Iklim,Krisis Iklim/Perubahan Iklim,Tidak,Tidak,Tidak
Prov Palu,,Lapangan Pekerjaan,,,,,,,Pelayanan Publik,Ketimpangan Pembangunan antara daerah,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,,,,Kontestasi Politik di Pilkada,,,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,,,,,,Krisis Iklim/Perubahan Iklim,,,,,,Krisis Iklim/Perubahan Iklim,Krisis Iklim/Perubahan Iklim,Ya,Ya,Ya
Sigi,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak Kerusakan Lingkungan,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",Energi Baru dan Terbarukan,Pendidikan,Kesehatan,Pelayanan Publik,Ketimpangan Pembangunan antara daerah,,Krisis Iklim/Perubahan Iklim,,,Kontestasi Politik di Pilkada,,,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak dan Kerusakan Lingkungan,Produksi/Eksplorasi Pertambangan,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",Energi Baru dan Terbarukan,Pendidikan,Kesehatan,Pelayanan Publik,Ketimpangan Pembangunan antara daerah,,,,Turisme/Pariwisata,Kontestasi Politik di Pilkada,,,Energi Baru Terbarukan (EBT),Energi Baru Terbarukan (EBT),Ya,Ya,Ya
Prov Palu,Kemiskinan/Kesejahteraan Masyarakat,,Dampak Kerusakan Lingkungan,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",Energi Baru dan Terbarukan,,,,Ketimpangan Pembangunan antara daerah,,Krisis Iklim/Perubahan Iklim,,,Kontestasi Politik di Pilkada,,,,,Dampak dan Kerusakan Lingkungan,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",Energi Baru dan Terbarukan,,,,,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,,,,Kontestasi Politik di Pilkada,,,Energi Baru Terbarukan (EBT),Energi Baru Terbarukan (EBT),Ya,Ya,Ya
Prov Palu,,Lapangan Pekerjaan,Dampak Kerusakan Lingkungan,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,Pendidikan,,Pelayanan Publik,,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,Krisis Iklim/Perubahan Iklim,,,,,,,,,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,,,Pelayanan Publik,,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,,,,,,,Krisis Iklim/Perubahan Iklim,Krisis Iklim/Perubahan Iklim,Ya,Ya,Tidak
Prov Palu,Kemiskinan/Kesejahteraan Masyarakat,,,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,Pendidikan,Kesehatan,Pelayanan Publik,,,,,,,,,Kemiskinan/Kesejahteraan Masyarakat,,,,,,Pendidikan,Kesehatan,,Ketimpangan Pembangunan antara daerah,,,,,Kontestasi Politik di Pilkada,,,Krisis Iklim/Perubahan Iklim,Krisis Iklim/Perubahan Iklim,Tidak,Tidak,Tidak
Prov Palu,Kemiskinan/Kesejahteraan Masyarakat,,,Produksi/Eksplorasi Pertambangan,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,,,Pelayanan Publik,Ketimpangan Pembangunan antara daerah,,,,,Kontestasi Politik di Pilkada,Kelangkaan/Kekeringan Air Bersih,Lainnya,,Lapangan Pekerjaan,,,,,,,,Ketimpangan Pembangunan antara daerah,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,,,,Kontestasi Politik di Pilkada,,,Krisis Iklim/Perubahan Iklim,Krisis Iklim/Perubahan Iklim,Tidak,Tidak,Tidak
Prov Palu,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,,,,,Pendidikan,,Pelayanan Publik,Ketimpangan Pembangunan antara daerah,,,,,,Kelangkaan/Kekeringan Air Bersih,Lainnya,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak dan Kerusakan Lingkungan,,,,,,,Ketimpangan Pembangunan antara daerah,,Krisis Iklim/Perubahan Iklim,,,,,Lainnya,Krisis Iklim/Perubahan Iklim,Energi Baru Terbarukan (EBT),Ya,Ya,Ya
Sigi,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak Kerusakan Lingkungan,,,Energi Baru dan Terbarukan,Pendidikan,Kesehatan,Pelayanan Publik,,,,,,,,,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak dan Kerusakan Lingkungan,,,,Pendidikan,Kesehatan,Pelayanan Publik,,,,,,,,,Krisis Iklim/Perubahan Iklim,Krisis Iklim/Perubahan Iklim,Ya,Ya,Ya
Morowali,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak Kerusakan Lingkungan,Produksi/Eksplorasi Pertambangan,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,,,,,,,,,,,,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak dan Kerusakan Lingkungan,Produksi/Eksplorasi Pertambangan,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,,,,,,Krisis Iklim/Perubahan Iklim,,,,,,Krisis Iklim/Perubahan Iklim,Krisis Iklim/Perubahan Iklim,Ya,Ya,Tidak Tahu
Sigi,,,Dampak Kerusakan Lingkungan,,,,Pendidikan,,,,,,,,,,,,,,,,,Pendidikan,,Pelayanan Publik,,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,,,,Kontestasi Politik di Pilkada,,,Krisis Iklim/Perubahan Iklim,Krisis Iklim/Perubahan Iklim,Tidak,Ya,Ya
Prov Palu,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak Kerusakan Lingkungan,Produksi/Eksplorasi Pertambangan,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,,,Pelayanan Publik,Ketimpangan Pembangunan antara daerah,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,,,,Kontestasi Politik di Pilkada,Kelangkaan/Kekeringan Air Bersih,,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak dan Kerusakan Lingkungan,Produksi/Eksplorasi Pertambangan,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,Pendidikan,,,Ketimpangan Pembangunan antara daerah,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,Krisis Iklim/Perubahan Iklim,,,Kontestasi Politik di Pilkada,,,Krisis Iklim/Perubahan Iklim,Krisis Iklim/Perubahan Iklim,Ya,Ya,Tidak
Prov Palu,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,,,,,,Kesehatan,Pelayanan Publik,,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,Krisis Iklim/Perubahan Iklim,,,,,Lainnya,,,Dampak dan Kerusakan Lingkungan,Produksi/Eksplorasi Pertambangan,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,Pendidikan,,Pelayanan Publik,,,,,,,,Lainnya,Krisis Iklim/Perubahan Iklim,Transisi Energi,Tidak,Tidak,Ya
Kota Palu,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,,,,,Pendidikan,Kesehatan,Pelayanan Publik,Ketimpangan Pembangunan antara daerah,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,,,,Kontestasi Politik di Pilkada,,,,,Dampak dan Kerusakan Lingkungan,Produksi/Eksplorasi Pertambangan,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,,,,,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,,Praktik Korupsi dan Penyalahgunaan Kewenangan,,Kontestasi Politik di Pilkada,,,Krisis Iklim/Perubahan Iklim,Energi Baru Terbarukan (EBT),Tidak,Tidak,Tidak
Kota Palu,,,Dampak Kerusakan Lingkungan,Produksi/Eksplorasi Pertambangan,,,,,,,,,,,,,,,,Dampak dan Kerusakan Lingkungan,Produksi/Eksplorasi Pertambangan,,,,,,,,Krisis Iklim/Perubahan Iklim,,,,,,Krisis Iklim/Perubahan Iklim,Mineral Kritis,Ya,Ya,Ya
Morowali Utara,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak Kerusakan Lingkungan,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",Energi Baru dan Terbarukan,Pendidikan,Kesehatan,Pelayanan Publik,Ketimpangan Pembangunan antara daerah,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,Krisis Iklim/Perubahan Iklim,,,Kontestasi Politik di Pilkada,,,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak dan Kerusakan Lingkungan,Produksi/Eksplorasi Pertambangan,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",Energi Baru dan Terbarukan,Pendidikan,Kesehatan,Pelayanan Publik,Ketimpangan Pembangunan antara daerah,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,Krisis Iklim/Perubahan Iklim,Praktik Korupsi dan Penyalahgunaan Kewenangan,,Kontestasi Politik di Pilkada,,Lainnya,Energi Baru Terbarukan (EBT),Energi Baru Terbarukan (EBT),Ya,Ya,Ya
Kota Palu,,,,,,,,,,,,,,,Kontestasi Politik di Pilkada,,,,,Dampak dan Kerusakan Lingkungan,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,,,,,,,,,,,Lainnya,Krisis Iklim/Perubahan Iklim,Krisis Iklim/Perubahan Iklim,Ya,Ya,Tidak
Morowali,,Lapangan Pekerjaan,Dampak Kerusakan Lingkungan,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",Energi Baru dan Terbarukan,,,,,,,,,,,,,Lapangan Pekerjaan,Dampak dan Kerusakan Lingkungan,Produksi/Eksplorasi Pertambangan,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,,,,,,,,,,,,Krisis Iklim/Perubahan Iklim,Mineral Kritis,Ya,Tidak,Tidak Tahu
Sigi,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",Energi Baru dan Terbarukan,,,,,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,Krisis Iklim/Perubahan Iklim,,,Kontestasi Politik di Pilkada,,,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,,,,Energi Baru dan Terbarukan,,,,,,,,,,,,Krisis Iklim/Perubahan Iklim,Krisis Iklim/Perubahan Iklim,Ya,Ya,Ya
Sigi,Kemiskinan/Kesejahteraan Masyarakat,,Dampak Kerusakan Lingkungan,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,,,Pelayanan Publik,Ketimpangan Pembangunan antara daerah,,Krisis Iklim/Perubahan Iklim,,,Kontestasi Politik di Pilkada,,,Kemiskinan/Kesejahteraan Masyarakat,,,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,,,,,,,,,,,,Krisis Iklim/Perubahan Iklim,Mineral Kritis,Tidak Tahu,Ya,Tidak
Kota Palu,,,,,,Energi Baru dan Terbarukan,Pendidikan,,,,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,,,,,,,,,Dampak dan Kerusakan Lingkungan,,,Energi Baru dan Terbarukan,,,,,,,,,,,,Krisis Iklim/Perubahan Iklim,Krisis Iklim/Perubahan Iklim,Ya,Tidak,Tidak Tahu
Prov Palu,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak Kerusakan Lingkungan,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,Pendidikan,,Pelayanan Publik,Ketimpangan Pembangunan antara daerah,,Krisis Iklim/Perubahan Iklim,Praktik Korupsi dan Penyalahgunaan Kewenangan,,Kontestasi Politik di Pilkada,Kelangkaan/Kekeringan Air Bersih,,,,Dampak dan Kerusakan Lingkungan,Produksi/Eksplorasi Pertambangan,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,Pendidikan,,Pelayanan Publik,Ketimpangan Pembangunan antara daerah,,Krisis Iklim/Perubahan Iklim,Praktik Korupsi dan Penyalahgunaan Kewenangan,Turisme/Pariwisata,Kontestasi Politik di Pilkada,,,Krisis Iklim/Perubahan Iklim,Krisis Iklim/Perubahan Iklim,Ya,Ya,Tidak
Sigi,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,Pendidikan,Kesehatan,,,,Krisis Iklim/Perubahan Iklim,,,,Kelangkaan/Kekeringan Air Bersih,,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,,Kesehatan,,,,Krisis Iklim/Perubahan Iklim,,,,,,Krisis Iklim/Perubahan Iklim,Krisis Iklim/Perubahan Iklim,Ya,Ya,Ya
Sigi,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak Kerusakan Lingkungan,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",Energi Baru dan Terbarukan,Pendidikan,Kesehatan,Pelayanan Publik,Ketimpangan Pembangunan antara daerah,,Krisis Iklim/Perubahan Iklim,,,Kontestasi Politik di Pilkada,,,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak dan Kerusakan Lingkungan,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",Energi Baru dan Terbarukan,Pendidikan,Kesehatan,Pelayanan Publik,Ketimpangan Pembangunan antara daerah,,Krisis Iklim/Perubahan Iklim,,,Kontestasi Politik di Pilkada,,,Energi Baru Terbarukan (EBT),Energi Baru Terbarukan (EBT),Ya,Ya,Ya
Sigi,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,Pendidikan,Kesehatan,,,,,,,Kontestasi Politik di Pilkada,Kelangkaan/Kekeringan Air Bersih,,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,Pendidikan,Kesehatan,,,,,,,,Kelangkaan/Kekeringan Air Bersih,,Energi Baru Terbarukan (EBT),Energi Baru Terbarukan (EBT),Ya,Ya,Ya
Morowali Utara,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak Kerusakan Lingkungan,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,Pendidikan,,Pelayanan Publik,,,Krisis Iklim/Perubahan Iklim,,,,,,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,,Produksi/Eksplorasi Pertambangan,,,Pendidikan,Kesehatan,Pelayanan Publik,,,,,,,,,Krisis Iklim/Perubahan Iklim,Krisis Iklim/Perubahan Iklim,Ya,Ya,Ya
Morowali,,Lapangan Pekerjaan,Dampak Kerusakan Lingkungan,Produksi/Eksplorasi Pertambangan,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,,,,,,,,,,,,,Lapangan Pekerjaan,Dampak dan Kerusakan Lingkungan,Produksi/Eksplorasi Pertambangan,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,,,,,,,,,,,,Krisis Iklim/Perubahan Iklim,Krisis Iklim/Perubahan Iklim,Ya,Ya,Tidak Tahu
Kota Palu,,,Dampak Kerusakan Lingkungan,,,,,,Pelayanan Publik,,,,,,Kontestasi Politik di Pilkada,,,,Lapangan Pekerjaan,,,,,,,,,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,,,,,,,Krisis Iklim/Perubahan Iklim,Krisis Iklim/Perubahan Iklim,Ya,Ya,Tidak
Morowali Utara,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak Kerusakan Lingkungan,Produksi/Eksplorasi Pertambangan,,Energi Baru dan Terbarukan,Pendidikan,,,Ketimpangan Pembangunan antara daerah,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,Krisis Iklim/Perubahan Iklim,,,Kontestasi Politik di Pilkada,,,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak dan Kerusakan Lingkungan,Produksi/Eksplorasi Pertambangan,,,Pendidikan,,,Ketimpangan Pembangunan antara daerah,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,Krisis Iklim/Perubahan Iklim,,,Kontestasi Politik di Pilkada,,,Mineral Kritis,Mineral Kritis,Ya,Ya,Ya
Sigi,Kemiskinan/Kesejahteraan Masyarakat,,Dampak Kerusakan Lingkungan,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",Energi Baru dan Terbarukan,Pendidikan,,,,,Krisis Iklim/Perubahan Iklim,,,Kontestasi Politik di Pilkada,,,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,,,,,,Krisis Iklim/Perubahan Iklim,,,,,,Mineral Kritis,Mineral Kritis,Tidak,Ya,Ya
Morowali Utara,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak Kerusakan Lingkungan,Produksi/Eksplorasi Pertambangan,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,,Kesehatan,Pelayanan Publik,,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,Krisis Iklim/Perubahan Iklim,,,,,,Kemiskinan/Kesejahteraan Masyarakat,Lapangan Pekerjaan,Dampak dan Kerusakan Lingkungan,,"Bencana Alam (Banjir, Gempa Bumi, Abrasi, Longsor, dsb)",,,Kesehatan,Pelayanan Publik,Ketimpangan Pembangunan antara daerah,Kelangkaan dan Naiknya Harga Kebutuhan Pokok,Krisis Iklim/Perubahan Iklim,,,,,,Krisis Iklim/Perubahan Iklim,Krisis Iklim/Perubahan Iklim,Ya,Ya,Ya
